year,Title,author,journal
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Aug;49(10):2827-2833.
doi: 10.1177/0363546520969973.
Epub 2020 Nov 19.",The Statistical Fragility of Hamstring Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies,"Cooper B Ehlers , Andrew J Curley , Nathan P Fackler , Arjun Minhas , Edward S Chang",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jun;49(7):1938-1944.
doi: 10.1177/0363546520964454.
Epub 2020 Nov 16.",Blood Flow Restriction Training for Athletes: A Systematic Review,"Ryan J Wortman , Symone M Brown , Ian Savage-Elliott , Zachary J Finley , Mary K Mulcahey",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jan;49(1):200-206.
doi: 10.1177/0363546520968566.
Epub 2020 Nov 12.",Medial Patellofemoral Ligament Reconstruction With or Without Derotational Distal Femoral Osteotomy in Treating Recurrent Patellar Dislocation With Increased Femoral Anteversion: A Retrospective Comparative Study,"ZhiJun Zhang , Guanyang Song , Yue Li , Tong Zheng , QianKun Ni , Hua Feng , Hui Zhang",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3495-3502.
doi: 10.1177/0363546520966624.
Epub 2020 Nov 11.","Augmentation of Anatomic Anterior Cruciate Ligament Reconstruction With Lateral Extra-articular Tenodesis Does Not Significantly Affect Rotatory Knee Laxity: A Time Zero, In Vivo Kinematic Analysis","Andrew J Sheean , Jayson Lian , Robert Tisherman , Sean J Meredith , Darren de Sa , Andrew Lynch , Bryson P Lesniak , Volker Musahl",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3503-3514.
doi: 10.1177/0363546520966721.
Epub 2020 Nov 11.",Anterior Cruciate Ligament Graft Tunnel Placement and Graft Angle Are Primary Determinants of Internal Knee Mechanics After Reconstructive Surgery,"Michael F Vignos , Colin R Smith , Joshua D Roth , Jarred M Kaiser , Geoffrey S Baer , Richard Kijowski , Darryl G Thelen",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3610-3619.
doi: 10.1177/0363546520969205.
Epub 2020 Nov 6.","Foot Core Training to Prevent Running-Related Injuries: A Survival Analysis of a Single-Blind, Randomized Controlled Trial","Ulisses T Taddei , Alessandra B Matias , Marcos Duarte , Isabel C N Sacco",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jul;49(9):2536-2541.
doi: 10.1177/0363546520968284.
Epub 2020 Nov 6.",Primary Autologous Chondrocyte Implantation of the Knee Versus Autologous Chondrocyte Implantation After Failed Marrow Stimulation: A Systematic Review,"Hayden B Schuette , Matthew J Kraeutler , John B Schrock , Eric C McCarty",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jan;49(1):104-111.
doi: 10.1177/0363546520968562.
Epub 2020 Nov 5.",Hip Arthroscopy for Femoroacetabular Impingement: 1-Year Outcomes Predict 5-Year Outcomes,"Berkcan Akpinar , Lawrence J Lin , David A Bloom , Thomas Youm",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3454-3466.
doi: 10.1177/0363546520962774.
Epub 2020 Nov 2.",Application of Autogenous Urine-Derived Stem Cell Sheet Enhances Rotator Cuff Healing in a Canine Model,"Yang Chen , Yan Xu , Muzhi Li , Qiang Shi , Can Chen",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3525-3533.
doi: 10.1177/0363546520967670.
Epub 2020 Oct 30.",Incidence and Risk Factors of Subsequent Meniscal Surgery After Successful Anterior Cruciate Ligament Reconstruction: A Retrospective Study With a Minimum 2-Year Follow-up,"Yuka Kimura , Eiji Sasaki , Yuji Yamamoto , Shizuka Sasaki , Eiichi Tsuda , Yasuyuki Ishibashi",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jul;49(8):2248-2254.
doi: 10.1177/0363546520962088.
Epub 2020 Oct 30.",Low-Energy Multiligament Knee Injuries Are Associated With Higher Postoperative Activity Scores Compared With High-Energy Multiligament Knee Injuries: A Systematic Review and Meta-analysis of the Literature,"Robert S Dean , Nicholas N DePhillipo , David H Kahat , Nathan R Graden , Christopher M Larson , Robert F LaPrade",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3594-3602.
doi: 10.1177/0363546520966335.
Epub 2020 Oct 26.",Differences in Clinical Presentations and Surgical Outcomes of Gluteus Medius Tears Between Men and Women,"Mitchell B Meghpara , Rishika Bheem , Marshall Haden , Philip J Rosinsky , Jacob Shapira , David R Maldonado , Ajay C Lall , Benjamin G Domb",am j sports med
"Comparative Study
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3549-3556.
doi: 10.1177/0363546520960114.
Epub 2020 Oct 22.",Rotational Changes in the Tibia After High Tibial Valgus Osteotomy: A Comparative Study of Lateral Closing Versus Medial Opening Wedge Osteotomy,"Joong Il Kim , Bo Hyun Kim , Hyuk Soo Han , Myung Chul Lee",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jun;49(7):1962-1972.
doi: 10.1177/0363546520959619.
Epub 2020 Oct 22.",Anterior Cruciate Ligament Injury Incidence in Adolescent Athletes: A Systematic Review and Meta-analysis,"Joshua T Bram , Lacey C Magee , Nishank N Mehta , Neeraj M Patel , Theodore J Ganley",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3359-3364.
doi: 10.1177/0363546520951529.
Epub 2020 Oct 21.",Outcomes After Ulnar Collateral Ligament Revision Reconstruction in Baseball Players,"James R Andrews , Vikram Venkateswaran , Kevin D Christensen , Hillary A Plummer , Karen M Hart , Tyler J Opitz , Kevin E Wilk , Caleb O Pinegar , E Lyle Cain Jr , Jeffrey R Dugas , Steve E Jordan , Glenn S Fleisig",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3214-3223.
doi: 10.1177/0363546520960108.
Epub 2020 Oct 20.",Rate of Force Development Remains Reduced in the Knee Flexors 3 to 9 Months After Anterior Cruciate Ligament Reconstruction Using Medial Hamstring Autografts: A Cross-Sectional Study,"Jakob Lindberg Nielsen , Kamilla Arp , Mette Lysemose Villadsen , Stine Sommer Christensen , Per Aagaard",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Dec;48(14):3541-3548.
doi: 10.1177/0363546520962503.
Epub 2020 Oct 19.",The Pathoanatomy of Posterolateral Corner Ligamentous Disruption in Multiligament Knee Injuries Is Predictive of Peroneal Nerve Injury,"Joseph B Kahan , Don Li , Christopher A Schneble , Patrick Huang , James Bullock , Jack Porrino , Michael J Medvecky",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3265-3271.
doi: 10.1177/0363546520957712.
Epub 2020 Oct 7.",Age-Associated Pathology and Functional Outcomes After Hip Arthroscopy in Female Patients: Analysis With 2-Year Follow-up,"David A Bloom , Jordan W Fried , Andrew S Bi , Daniel J Kaplan , Nainisha Chintalapudi , Thomas Youm",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3183-3193.
doi: 10.1177/0363546520959322.
Epub 2020 Oct 5.",Lateral Extra-articular Tenodesis Reduces Anterior Cruciate Ligament Graft Force and Anterior Tibial Translation in Response to Applied Pivoting and Anterior Drawer Loads,"Niv Marom , Hervé Ouanezar , Hamidreza Jahandar , Zaid A Zayyad , Thomas Fraychineaud , Daniel Hurwit , Carl W Imhauser , Thomas L Wickiewicz , Andrew D Pearle , Danyal H Nawabi",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):NP56-NP57.
doi: 10.1177/0363546520947038.",We Need Robust Nomenclature for Orthobiologics: Response,Jinzhong Zhao,am j sports med
"Editorial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):2879-2880.
doi: 10.1177/0363546520960100.",The Cure,Timothy E Foster,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3328-3338.
doi: 10.1177/0363546520958708.
Epub 2020 Sep 24.",Arthroscopic Superior Capsular Reconstruction With Mesh Augmentation for the Treatment of Irreparable Rotator Cuff Tears: A Comparative Study of Surgical Outcomes,"Erica Kholinne , Jae-Man Kwak , Hyojune Kim , Kyoung Hwan Koh , In-Ho Jeon",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3255-3264.
doi: 10.1177/0363546520958697.
Epub 2020 Sep 23.",Characteristics of Soccer Players Undergoing Primary Hip Arthroscopy for Femoroacetabular Impingement: A Sex- and Competitive Level-Specific Analysis,"Niv Marom , Matthew S Dooley , Joost A Burger , Brenda Chang , Struan H Coleman , Anil S Ranawat , Bryan T Kelly , Danyal H Nawabi",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Nov;48(13):3224-3232.
doi: 10.1177/0363546520958700.
Epub 2020 Sep 23.",Donor Cell Fate in Particulated Juvenile Allograft Cartilage for the Repair of Articular Cartilage Defects,"Changgui Zhang , Yunong Ao , Jin Cao , Liu Yang , Xiaojun Duan",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):3057-3065.
doi: 10.1177/0363546520952782.
Epub 2020 Sep 17.",Satisfaction With Elbow Function and Return Status After Autologous Osteochondral Transplant for Capitellar Osteochondritis Dissecans in High School Baseball Players,"Hideyuki Sasanuma , Yuki Iijima , Tomohiro Saito , Yuichiro Yano , Sueo Nakama , Masahiro Kameda , Katsushi Takeshita",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):2994-3001.
doi: 10.1177/0363546520949849.
Epub 2020 Sep 16.",Long-term Results of Arthroscopic Matrix-Assisted Autologous Chondrocyte Transplantation: A Prospective Follow-up at 15 Years,"Luca Andriolo , Davide Reale , Alessandro Di Martino , Roberto De Filippis , Andrea Sessa , Stefano Zaffagnini , Giuseppe Filardo",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):3042-3050.
doi: 10.1177/0363546520953427.
Epub 2020 Sep 15.",Preoperative Lymphocyte to Monocyte Ratio Can Be a Prognostic Factor in Arthroscopic Repair of Small to Large Rotator Cuff Tears,"Yaying Sun , Jinrong Lin , Zhiwen Luo , Jiwu Chen",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):3072-3080.
doi: 10.1177/0363546520950731.
Epub 2020 Sep 11.",Impact-Related Ground Reaction Forces Are More Strongly Associated With Some Running Injuries Than Others,"Caleb D Johnson , Adam S Tenforde , Jereme Outerleys , Julia Reilly , Irene S Davis",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):3081-3086.
doi: 10.1177/0363546520951815.
Epub 2020 Sep 8.",Soaking of Autologous Tendon Grafts in Vancomycin Before Implantation Does Not Lead to Tenocyte Cytotoxicity,"Michelle Xiao , Erika A Leonardi , Orr Sharpe , Seth L Sherman , Marc R Safran , William H Robinson , Geoffrey D Abrams",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Oct;48(12):2927-2932.
doi: 10.1177/0363546520949821.
Epub 2020 Sep 2.",Clinical and Radiographic Presentation of Capsular Iatrogenic Hip Instability After Previous Hip Arthroscopy,"Dillon C O'Neill , Alexander J Mortensen , Peter C Cannamela , Stephen K Aoki",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):NP47.
doi: 10.1177/0363546520947031.",Autologous Osteochondral Transplantation for Large Osteochondral Lesions of the Talus Is a Viable Option in an Athletic Population: Letter to the Editor,"Fuji Ren, Xiao Chen, Jiang Wu, Qian Zhao, Jingmin Huang",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):NP49-NP50.
doi: 10.1177/0363546520947032.",Outcomes of Arthroscopic All-Inside Repair vs Observation in Older Patients With Meniscus Root Tears: Letter to the Editor,"Scott C Faucett, Aaron J Krych, Jorge Chahla, Rodrigo Maestu, Robert F LaPrade",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2703-2710.
doi: 10.1177/0363546520944891.",Autologous Protein Solution Injections for the Treatment of Knee Osteoarthritis: 3-Year Results,"Elizaveta Kon , Lars Engebretsen , Peter Verdonk , Stefan Nehrer , Giuseppe Filardo",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2755-2764.
doi: 10.1177/0363546520944905.
Epub 2020 Aug 20.",A Randomized Controlled Trial Comparing Traditional Plaster Cast Rehabilitation With Functional Walking Boot Rehabilitation for Acute Achilles Tendon Ruptures,"Julian F Maempel , Nick D Clement , Andrew D Duckworth , Oisin J F Keenan , Tim O White , Leela C Biant",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2650-2659.
doi: 10.1177/0363546520943862.
Epub 2020 Aug 19.","Minimal Clinically Important Difference, Substantial Clinical Benefit, and Patient Acceptable Symptomatic State After Arthroscopic Rotator Cuff Repair","Dong Min Kim , Tae Hyung Kim , Erica Kholinne , Jeong Hee Park , Myung Jin Shin , Hyojune Kim , Dongjun Park , In-Ho Jeon , Kyoung Hwan Koh",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2783-2795.
doi: 10.1177/0363546520946056.
Epub 2020 Aug 18.",Bifactor Model of the Sport Concussion Assessment Tool Symptom Checklist: Replication and Invariance Across Time in the CARE Consortium Sample,"Benjamin L Brett , Mark D Kramer , Michael A McCrea , Steven P Broglio , Thomas W McAllister , Lindsay D Nelson, Joseph B Hazzard Jr , Louise A Kelly , Justus Ortega , Nicholas Port , Paul F Pasquina , Jonathan Jackson , Kenneth L Cameron , Megan N Houston , Joshua T Goldman , Christopher Giza , Thomas Buckley , James R Clugston , Julianne D Schmidt , Luis A Feigenbaum , James T Eckner , Christina L Master , Michael W Collins , Anthony P Kontos , Sara P D Chrisman , Stefan M Duma , Christopher M Miles , Adam Susmarski",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Mar;49(4):1086-1093.
doi: 10.1177/0363546520934774.
Epub 2020 Aug 18.",Secondary Injuries After Pediatric Anterior Cruciate Ligament Reconstruction: A Systematic Review With Quantitative Analysis,"Anthony J Zacharias , John R Whitaker , Brandon S Collofello , Benjamin R Wilson , R Zackary Unger , Mary Lloyd Ireland , Darren L Johnson , Cale A Jacobs",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Mar;49(3):805-816.
doi: 10.1177/0363546520925833.
Epub 2020 Aug 14.",Outcomes of the Latarjet Procedure Versus Free Bone Block Procedures for Anterior Shoulder Instability: A Systematic Review and Meta-analysis,"Ron Gilat , Eric D Haunschild , Ophelie Z Lavoie-Gagne , Tracy M Tauro , Derrick M Knapik , Michael C Fu , Brian J Cole",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2808-2818.
doi: 10.1177/0363546520941842.
Epub 2020 Aug 7.",3D-Printed Extracellular Matrix/Polyethylene Glycol Diacrylate Hydrogel Incorporating the Anti-inflammatory Phytomolecule Honokiol for Regeneration of Osteochondral Defects,"Shouan Zhu , Pengfei Chen , Yang Chen , Muzhi Li , Can Chen , Hongbin Lu",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2686-2691.
doi: 10.1177/0363546520943879.
Epub 2020 Aug 6.",Operative Treatment of Acute Patellar Tendon Ruptures,"James A O'Dowd , David M Lehoang , Rebecca R Butler , David O Dewitt , Raffy Mirzayan",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2586-2587.
doi: 10.1177/0363546520946745.",Society News and Announcements,,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2471-2480.
doi: 10.1177/0363546520937301.",Importance of Retaining Sufficient Acetabular Depth: Successful 2-Year Outcomes of Hip Arthroscopy for Patients With Pincer Morphology as Compared With Matched Controls,"Claudia R Brick , Catherine J Bacon , Matthew J Brick",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):NP45-NP46.
doi: 10.1177/0363546520934757.",The Influence of Lumbosacral Spine Pathology on Minimum 2-Year Outcome After Hip Arthroscopy: Response,"Edward C Beck, Benedict U Nwachukwu, Reagan Chapman, Anirudh K Gowd, Brian R Waterman, Shane J Nho",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2418-2428.
doi: 10.1177/0363546520935867.",Incidence and Predictors of Subsequent Surgery After Anterior Cruciate Ligament Reconstruction: A 6-Year Follow-up Study,"Jaron P Sullivan , Laura J Huston , Alexander Zajichek , Emily K Reinke , Jack T Andrish , Robert H Brophy , Warren R Dunn , David C Flanigan , Christopher C Kaeding , Robert G Marx , Matthew J Matava , Eric C McCarty , Richard D Parker , Armando F Vidal , Brian R Wolf , Rick W Wright , Kurt P Spindler",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2692-2702.
doi: 10.1177/0363546520940715.
Epub 2020 Jul 30.",Early Surgical Repair of Medial Meniscus Posterior Root Tear Minimizes the Progression of Meniscal Extrusion: 2-Year Follow-up of Clinical and Radiographic Parameters After Arthroscopic Transtibial Pull-out Repair,"Hyun-Soo Moon , Chong-Hyuk Choi , Min Jung , Dae-Young Lee , Seung-Pyo Hong , Sung-Hwan Kim",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Sep;48(11):2660-2668.
doi: 10.1177/0363546520935855.
Epub 2020 Jul 30.","Human Rotator Cuff Tears Have an Endogenous, Inducible Stem Cell Source Capable of Improving Muscle Quality and Function After Rotator Cuff Repair","Brian T Feeley , Mengyao Liu , C Benjamin Ma , Obiajulu Agha , Mya Aung , Carlin Lee , Xuhui Liu",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(9):2205-2212.
doi: 10.1177/0363546520931831.",Sex Differences in Anatomic Features Linked to Anterior Cruciate Ligament Injuries During Skeletal Growth and Maturation,"Shayan Hosseinzadeh , Ata M Kiapour",am j sports med
"Comparative Study
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(9):2105-2114.
doi: 10.1177/0363546520930419.",Comparison of Coracoid Graft Position and Fixation in the Open Versus Arthroscopic Latarjet Techniques: A Cadaveric Study,"Alvaro Minuesa-Asensio , Francisco García-Esteo , José Ramón Mérida-Velasco , Carmen Barrio-Asensio , Pedro López-Fernández , Mikel Aramberri-Gutiérrez , Jorge Murillo-González",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2510-2517.
doi: 10.1177/0363546520934786.
Epub 2020 Jul 14.",Repair Integrity and Retear Pattern After Arthroscopic Medial Knot-Tying After Suture-Bridge Lateral Row Rotator Cuff Repair,"Yasutaka Takeuchi , Hiroyuki Sugaya , Norimasa Takahashi , Keisuke Matsuki , Morihito Tokai , Takeshi Morioka , Yusuke Ueda , Shota Hoshika",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2429-2437.
doi: 10.1177/0363546520933622.
Epub 2020 Jul 6.","Utility of Neuromuscular Electrical Stimulation to Preserve Quadriceps Muscle Fiber Size and Contractility After Anterior Cruciate Ligament Injuries and Reconstruction: A Randomized, Sham-Controlled, Blinded Trial","Michael J Toth , Timothy W Tourville , Thomas B Voigt , Rebecca H Choquette , Bradley M Anair , Michael J Falcone , Mathew J Failla , Jennifer E Stevens-Lapslaey , Nathan K Endres , James R Slauterbeck , Bruce D Beynnon",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Aug;48(10):2408-2417.
doi: 10.1177/0363546520935866.
Epub 2020 Jul 6.",Risk Factors for Grade 3 Pivot Shift in Knees With Acute Anterior Cruciate Ligament Injuries: A Comprehensive Evaluation of the Importance of Osseous and Soft Tissue Parameters From the SANTI Study Group,"Andrea Ferretti , Edoardo Monaco , Edoardo Gaj , Valerio Andreozzi , Alessandro Annibaldi , Alessandro Carrozzo , Thais Dutra Vieira , Bertrand Sonnery-Cottet , Adnan Saithna",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Mar;49(4):1101-1108.
doi: 10.1177/0363546520922854.
Epub 2020 Jul 6.","Hip Arthroscopy in Smokers: A Systematic Review of Patient-Reported Outcomes and Complications in 18,585 Cases","Ahmed K Emara , Daniel Grits , Linsen T Samuel , Alexander J Acuña , James T Rosneck , Atul F Kamath",am j sports med
"Meta-Analysis
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Jan;49(1):236-248.
doi: 10.1177/0363546520921160.
Epub 2020 Jun 29.",Modified Jobe Versus Docking Technique for Elbow Ulnar Collateral Ligament Reconstruction: A Systematic Review and Meta-analysis of Clinical Outcomes,"Austin M Looney , David X Wang , Christine M Conroy , Jake E Israel , Blake M Bodendorfer , Caroline M Fryar , Mark A Pianka , Nathan P Fackler , Michael G Ciccotti , Edward S Chang",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(9):2144-2150.
doi: 10.1177/0363546520929695.
Epub 2020 Jun 18.",The Invisible MGHL Test: Diagnostic Value and Benefits for the Repair of Retracted Subscapularis Tears,"Thomas Chauvet , Emil Haritinian , Florian Baudin , Philippe Collotte , Laurent Nové-Josserand",am j sports med
"Comparative Study
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(9):2081-2089.
doi: 10.1177/0363546520928343.
Epub 2020 Jun 16.",Are the Classic and the Congruent Arc Latarjet Procedures Equally Effective for the Treatment of Recurrent Shoulder Instability in Athletes?,"Luciano A Rossi , Ignacio Tanoira , Tomás Gorodischer , Ignacio Pasqualini , Domingo Luis Muscolo , Maximiliano Ranalletta",am j sports med
"Editorial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;48(7):1557-1558.
doi: 10.1177/0363546520920272.",Mental Health in Orthopaedic Sports Medicine: Consider Your Exposure,David C Landy,am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;48(7):NP42.
doi: 10.1177/0363546520920546.",Introducing the Lateral Femoral Condyle Index as a Risk Factor for Anterior Cruciate Ligament Injury: Letter to the Editor,"Ruibo Li, Yuehong Liu, Zhi Fang, Jianjun Zhang",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(8):1873-1883.
doi: 10.1177/0363546520921949.
Epub 2020 Jun 2.",Clinical Value of Ultrasonographic Assessment in Lateral Epicondylitis Versus Asymptomatic Healthy Controls,"Thøger P Krogh , Ulrich Fredberg , Christian Ammitzbøll , Torkell Ellingsen",am j sports med
"Comparative Study
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(8):1884-1892.
doi: 10.1177/0363546520921174.
Epub 2020 May 26.",Biomechanical Functional Elbow Restoration of Acute Ulnar Collateral Ligament Tears: The Role of Internal Bracing on Gap Formation and Repair Stabilization,"Samuel Bachmaier , Coen A Wijdicks , Nikhil N Verma , Laurence D Higgins , Stefan Greiner",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(8):1837-1845.
doi: 10.1177/0363546520917665.
Epub 2020 May 22.",Quantitative and Qualitative Analyses of the Glenohumeral Ligaments: An Anatomic Study,"Travis J Dekker , Zachary S Aman , Liam A Peebles , Hunter W Storaci , Jorge Chahla , Peter J Millett , Matthew T Provencher",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;48(8):1999-2003.
doi: 10.1177/0363546520919989.
Epub 2020 May 15.",The Effect of Thursday Night Games on In-Game Injury Rates in the National Football League,"Jose R Perez , Jonathan Burke , Abdul K Zalikha , Dhanur Damodar , Joseph S Geller , Andrew N L Buskard , Lee D Kaplan , Michael G Baraga",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;48(7):1702-1710.
doi: 10.1177/0363546520917420.
Epub 2020 May 14.",Medial Meniscal Posterior Horn Tears Are Associated With Increased Posterior Tibial Slope: A Case-Control Study,"Hyun-Soo Moon , Chong-Hyuk Choi , Min Jung , Dae-Young Lee , Kwang-Sik Eum , Sung-Hwan Kim",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;48(7):1616-1624.
doi: 10.1177/0363546520916473.
Epub 2020 May 14.",Patients With Borderline Hip Dysplasia Achieve Clinically Significant Improvement After Arthroscopic Femoroacetabular Impingement Surgery: A Case-Control Study With a Minimum 5-Year Follow-up,"Edward C Beck , Justin Drager , Benedict U Nwachukwu , Jonathan Rasio , Kyleen Jan , Jorge Chahla , Shane J Nho",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;48(7):1696-1701.
doi: 10.1177/0363546520916727.
Epub 2020 May 12.",Does Age Itself Have an Adverse Effect on Survivorship of Meniscal Allograft Transplantation? A Cartilage Status and Time From Previous Meniscectomy-Matched Cohort Study,"Ju-Ho Song , Seong-Il Bin , Jong-Min Kim , Bum-Sik Lee , Dong-Wook Son",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;48(7):1673-1681.
doi: 10.1177/0363546520918207.
Epub 2020 May 8.",Analysis of Risk Factors for Ramp Lesions Associated With Anterior Cruciate Ligament Injury,"Seong Hwan Kim , Hyun Je Seo , Dong Won Seo , Kang-Il Kim , Sang Hak Lee",am j sports med
